query_id,run_name,nDCG@10,nDCG@20,Recall@10,Recall@20,Recall@100
26,dense__BAAI__bge_base_en_v1.5__text_all,0.3620541113952269,0.2825651008019957,0.06976744186046512,0.11627906976744186,0.3372093023255814
27,dense__BAAI__bge_base_en_v1.5__text_all,0.26480335026707147,0.19282069686951378,0.040268456375838924,0.053691275167785234,0.2550335570469799
28,dense__BAAI__bge_base_en_v1.5__text_all,0.1331896237946325,0.09779290432019068,0.02912621359223301,0.038834951456310676,0.1650485436893204
29,dense__BAAI__bge_base_en_v1.5__text_all,0.23173582267882897,0.21731110846026325,0.05747126436781609,0.10344827586206896,0.3103448275862069
30,dense__BAAI__bge_base_en_v1.5__text_all,0.28905096922648693,0.2806987668995788,0.05,0.11,0.46
31,dense__BAAI__bge_base_en_v1.5__text_all,0.38733524938550834,0.2976841349348624,0.033707865168539325,0.056179775280898875,0.24719101123595505
32,dense__BAAI__bge_base_en_v1.5__text_all,0.5633403328825931,0.5106472952645454,0.2631578947368421,0.3684210526315789,0.47368421052631576
33,dense__BAAI__bge_base_en_v1.5__text_all,0.09478836436955078,0.16599764414974427,0.0196078431372549,0.0784313725490196,0.27450980392156865
34,dense__BAAI__bge_base_en_v1.5__text_all,0.0,0.0,0.0,0.0,0.07142857142857142
35,dense__BAAI__bge_base_en_v1.5__text_all,0.3035582327869025,0.36479201340893075,0.03333333333333333,0.07333333333333333,0.18666666666666668
36,dense__BAAI__bge_base_en_v1.5__text_all,0.1467278441987201,0.09469335975577153,0.031746031746031744,0.031746031746031744,0.20634920634920634
37,dense__BAAI__bge_base_en_v1.5__text_all,0.5819961749916032,0.5493347311309726,0.04918032786885246,0.09016393442622951,0.28688524590163933
38,dense__BAAI__bge_base_en_v1.5__text_all,0.4129104004583824,0.37968451682411614,0.10344827586206896,0.1724137931034483,0.5862068965517241
39,dense__BAAI__bge_base_en_v1.5__text_all,0.31833954895937183,0.37691395111742365,0.05555555555555555,0.16666666666666666,0.7592592592592593
40,dense__BAAI__bge_base_en_v1.5__text_all,0.602087443029279,0.6598196869787025,0.5454545454545454,0.7272727272727273,0.8181818181818182
41,dense__BAAI__bge_base_en_v1.5__text_all,0.2508527232253877,0.2595767124565306,0.03546099290780142,0.06382978723404255,0.24822695035460993
42,dense__BAAI__bge_base_en_v1.5__text_all,0.08939796409998145,0.07074031123456428,0.06896551724137931,0.06896551724137931,0.20689655172413793
43,dense__BAAI__bge_base_en_v1.5__text_all,0.508363247307855,0.5548498994061918,0.06976744186046512,0.13953488372093023,0.4186046511627907
44,dense__BAAI__bge_base_en_v1.5__text_all,0.4182946855727747,0.45895896703822225,0.06293706293706294,0.1048951048951049,0.4125874125874126
45,dense__BAAI__bge_base_en_v1.5__text_all,0.3631445959299693,0.5237910548070424,0.02976190476190476,0.07738095238095238,0.3273809523809524
