query_id,nDCG@10,nDCG@20,Recall@10,Recall@20,Recall@100
61,0.207858144299691,0.19012073191602435,0.05555555555555555,0.1111111111111111,0.3333333333333333
62,0.23526917162261754,0.29321631879776267,0.08955223880597014,0.1791044776119403,0.4626865671641791
63,0.3065735963827292,0.3065735963827292,0.5,0.5,0.5
64,0.06662487161801604,0.12850117163612065,0.029850746268656716,0.08955223880597014,0.26865671641791045
65,0.10344714905816861,0.09788611928659634,0.08333333333333333,0.08333333333333333,0.25
66,0.0,0.0,0.0,0.0,0.0
67,0.032729886096336605,0.07967993210344951,0.043478260869565216,0.17391304347826086,0.43478260869565216
68,0.5252366315947573,0.5827465158706576,0.13559322033898305,0.2542372881355932,0.4915254237288136
69,0.0,0.0,0.0,0.0,1.0
70,0.06934506308715421,0.06934506308715421,0.2,0.2,0.2
71,0.0,0.10349971097611223,0.0,0.25,0.5
72,0.23259032126058063,0.21067799892833602,0.23076923076923078,0.23076923076923078,0.3076923076923077
73,0.0,0.0,0.0,0.0,0.0
74,0.6290102109696928,0.6290102109696928,0.5,0.5,0.5
75,0.0,0.0,0.0,0.0,0.11764705882352941
