query_id,run_name,nDCG@10,nDCG@20,Recall@10,Recall@20,Recall@100
34,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.0,0.0,0.0,0.0,0.0
35,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.2212968348051301,0.17515604264908452,0.034722222222222224,0.041666666666666664,0.1527777777777778
36,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.2709930681740576,0.17489007785851596,0.058823529411764705,0.058823529411764705,0.13725490196078433
37,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.6025064803817581,0.5375536461110788,0.028409090909090908,0.056818181818181816,0.22727272727272727
38,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.4778987931350437,0.38231492503156694,0.1320754716981132,0.16981132075471697,0.5094339622641509
39,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.20461673464805066,0.2577692767854089,0.06,0.14,0.68
40,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.7622712529656711,0.8225098538697937,0.7,0.8,0.9
41,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.3679119876567028,0.3800667966649695,0.037037037037037035,0.07407407407407407,0.2222222222222222
42,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.0,0.0,0.0,0.0,0.0
43,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.6659621454546615,0.5946752630653728,0.05970149253731343,0.11940298507462686,0.4552238805970149
44,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.4642370678689237,0.5463829341345714,0.05970149253731343,0.11940298507462686,0.4552238805970149
45,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.714314309128803,0.6543512563774939,0.045454545454545456,0.07954545454545454,0.29545454545454547
46,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.753814294534439,0.589569665394371,0.07142857142857142,0.10204081632653061,0.25510204081632654
47,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.0636207881989517,0.045043762805830695,0.03333333333333333,0.03333333333333333,0.16666666666666666
48,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.8219006958095325,0.7255807379380528,0.15384615384615385,0.2692307692307692,0.7115384615384616
49,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.5260877111607601,0.4938974581694401,0.12121212121212122,0.25757575757575757,0.6666666666666666
50,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.6823917548497459,0.8304917534531132,0.4166666666666667,0.75,1.0
51,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.11836065030106104,0.20750663549529072,0.12,0.24,0.48
52,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.2874476364692017,0.2202594916680747,0.12121212121212122,0.15151515151515152,0.42424242424242425
53,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.0,0.017113659178643725,0.0,0.0625,0.25
