rho,tau,mu,kap,n,n_accept,accept_rate,abstain_rate,tp_any,fp_any,fn_any,tn_any,precision_any,recall_any,f1_any,tp_strict,fp_strict,fn_strict,precision_strict,recall_strict,f1_strict,n_generic,generic_accepted,generic_abstain_rate
1.0,0.5,-4.0,3,150,7,0.04666666666666667,0.9533333333333334,2,4,19,75,0.3333333333333333,0.09523809523809523,0.14814814814814814,0,6,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,-4.0,5,150,7,0.04666666666666667,0.9533333333333334,2,4,19,75,0.3333333333333333,0.09523809523809523,0.14814814814814814,0,6,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,-4.0,999,150,7,0.04666666666666667,0.9533333333333334,2,4,19,75,0.3333333333333333,0.09523809523809523,0.14814814814814814,0,6,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,-3.0,1,150,3,0.02,0.98,1,1,20,78,0.5,0.047619047619047616,0.08695652173913042,0,2,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,-3.0,2,150,3,0.02,0.98,1,1,20,78,0.5,0.047619047619047616,0.08695652173913042,0,2,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,-3.0,3,150,3,0.02,0.98,1,1,20,78,0.5,0.047619047619047616,0.08695652173913042,0,2,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,-3.0,5,150,3,0.02,0.98,1,1,20,78,0.5,0.047619047619047616,0.08695652173913042,0,2,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,-3.0,999,150,3,0.02,0.98,1,1,20,78,0.5,0.047619047619047616,0.08695652173913042,0,2,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,-2.0,1,150,3,0.02,0.98,1,1,20,78,0.5,0.047619047619047616,0.08695652173913042,0,2,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,-2.0,2,150,3,0.02,0.98,1,1,20,78,0.5,0.047619047619047616,0.08695652173913042,0,2,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,-2.0,3,150,3,0.02,0.98,1,1,20,78,0.5,0.047619047619047616,0.08695652173913042,0,2,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,-2.0,5,150,3,0.02,0.98,1,1,20,78,0.5,0.047619047619047616,0.08695652173913042,0,2,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,-2.0,999,150,3,0.02,0.98,1,1,20,78,0.5,0.047619047619047616,0.08695652173913042,0,2,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,0.0,1,150,0,0.0,1.0,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,0.0,2,150,0,0.0,1.0,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,0.0,3,150,0,0.0,1.0,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,0.0,5,150,0,0.0,1.0,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,0.0,999,150,0,0.0,1.0,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,1.0,1,150,0,0.0,1.0,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,1.0,2,150,0,0.0,1.0,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,1.0,3,150,0,0.0,1.0,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,1.0,5,150,0,0.0,1.0,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.0,0.5,1.0,999,150,0,0.0,1.0,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.15,-7.0,1,150,93,0.62,0.38,14,56,7,23,0.2,0.6666666666666666,0.30769230769230765,5,65,4,0.07142857142857142,0.5555555555555556,0.12658227848101264,22,0,1.0
1.15,0.15,-7.0,2,150,100,0.6666666666666666,0.33333333333333337,15,60,6,19,0.2,0.7142857142857143,0.3125,6,69,3,0.08,0.6666666666666666,0.14285714285714285,22,0,1.0
1.15,0.15,-7.0,3,150,101,0.6733333333333333,0.32666666666666666,15,61,6,18,0.19736842105263158,0.7142857142857143,0.30927835051546393,6,70,3,0.07894736842105263,0.6666666666666666,0.1411764705882353,22,0,1.0
1.15,0.15,-7.0,5,150,101,0.6733333333333333,0.32666666666666666,15,61,6,18,0.19736842105263158,0.7142857142857143,0.30927835051546393,6,70,3,0.07894736842105263,0.6666666666666666,0.1411764705882353,22,0,1.0
1.15,0.15,-7.0,999,150,101,0.6733333333333333,0.32666666666666666,15,61,6,18,0.19736842105263158,0.7142857142857143,0.30927835051546393,6,70,3,0.07894736842105263,0.6666666666666666,0.1411764705882353,22,0,1.0
1.15,0.15,-6.0,1,150,82,0.5466666666666666,0.45333333333333337,12,47,9,32,0.2033898305084746,0.5714285714285714,0.30000000000000004,4,55,5,0.06779661016949153,0.4444444444444444,0.1176470588235294,22,0,1.0
1.15,0.15,-6.0,2,150,88,0.5866666666666667,0.41333333333333333,13,50,8,29,0.20634920634920634,0.6190476190476191,0.30952380952380953,5,58,4,0.07936507936507936,0.5555555555555556,0.1388888888888889,22,0,1.0
1.15,0.15,-6.0,3,150,89,0.5933333333333334,0.4066666666666666,13,51,8,28,0.203125,0.6190476190476191,0.30588235294117644,5,59,4,0.078125,0.5555555555555556,0.136986301369863,22,0,1.0
1.15,0.15,-6.0,5,150,89,0.5933333333333334,0.4066666666666666,13,51,8,28,0.203125,0.6190476190476191,0.30588235294117644,5,59,4,0.078125,0.5555555555555556,0.136986301369863,22,0,1.0
1.15,0.15,-6.0,999,150,89,0.5933333333333334,0.4066666666666666,13,51,8,28,0.203125,0.6190476190476191,0.30588235294117644,5,59,4,0.078125,0.5555555555555556,0.136986301369863,22,0,1.0
1.15,0.15,-5.0,1,150,65,0.43333333333333335,0.5666666666666667,11,33,10,46,0.25,0.5238095238095238,0.3384615384615385,4,40,5,0.09090909090909091,0.4444444444444444,0.1509433962264151,22,0,1.0
1.15,0.15,-5.0,2,150,71,0.47333333333333333,0.5266666666666666,12,36,9,43,0.25,0.5714285714285714,0.34782608695652173,5,43,4,0.10416666666666667,0.5555555555555556,0.1754385964912281,22,0,1.0
1.15,0.15,-5.0,3,150,72,0.48,0.52,12,37,9,42,0.24489795918367346,0.5714285714285714,0.3428571428571428,5,44,4,0.10204081632653061,0.5555555555555556,0.1724137931034483,22,0,1.0
1.15,0.15,-5.0,5,150,72,0.48,0.52,12,37,9,42,0.24489795918367346,0.5714285714285714,0.3428571428571428,5,44,4,0.10204081632653061,0.5555555555555556,0.1724137931034483,22,0,1.0
1.15,0.15,-5.0,999,150,72,0.48,0.52,12,37,9,42,0.24489795918367346,0.5714285714285714,0.3428571428571428,5,44,4,0.10204081632653061,0.5555555555555556,0.1724137931034483,22,0,1.0
1.15,0.15,-4.5,1,150,44,0.29333333333333333,0.7066666666666667,9,20,12,59,0.3103448275862069,0.42857142857142855,0.36000000000000004,2,27,7,0.06896551724137931,0.2222222222222222,0.10526315789473684,22,0,1.0
1.15,0.15,-4.5,2,150,50,0.3333333333333333,0.6666666666666667,10,23,11,56,0.30303030303030304,0.47619047619047616,0.37037037037037035,3,30,6,0.09090909090909091,0.3333333333333333,0.14285714285714288,22,0,1.0
1.15,0.15,-4.5,3,150,51,0.34,0.6599999999999999,10,24,11,55,0.29411764705882354,0.47619047619047616,0.3636363636363637,3,31,6,0.08823529411764706,0.3333333333333333,0.13953488372093023,22,0,1.0
1.15,0.15,-4.5,5,150,51,0.34,0.6599999999999999,10,24,11,55,0.29411764705882354,0.47619047619047616,0.3636363636363637,3,31,6,0.08823529411764706,0.3333333333333333,0.13953488372093023,22,0,1.0
1.15,0.15,-4.5,999,150,51,0.34,0.6599999999999999,10,24,11,55,0.29411764705882354,0.47619047619047616,0.3636363636363637,3,31,6,0.08823529411764706,0.3333333333333333,0.13953488372093023,22,0,1.0
1.15,0.15,-4.0,1,150,33,0.22,0.78,7,14,14,65,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,19,7,0.09523809523809523,0.2222222222222222,0.13333333333333333,22,0,1.0
1.15,0.15,-4.0,2,150,37,0.24666666666666667,0.7533333333333333,8,16,13,63,0.3333333333333333,0.38095238095238093,0.35555555555555557,3,21,6,0.125,0.3333333333333333,0.18181818181818182,22,0,1.0
1.15,0.15,-4.0,3,150,37,0.24666666666666667,0.7533333333333333,8,16,13,63,0.3333333333333333,0.38095238095238093,0.35555555555555557,3,21,6,0.125,0.3333333333333333,0.18181818181818182,22,0,1.0
1.15,0.15,-4.0,5,150,37,0.24666666666666667,0.7533333333333333,8,16,13,63,0.3333333333333333,0.38095238095238093,0.35555555555555557,3,21,6,0.125,0.3333333333333333,0.18181818181818182,22,0,1.0
1.15,0.15,-4.0,999,150,37,0.24666666666666667,0.7533333333333333,8,16,13,63,0.3333333333333333,0.38095238095238093,0.35555555555555557,3,21,6,0.125,0.3333333333333333,0.18181818181818182,22,0,1.0
1.15,0.15,-3.0,1,150,22,0.14666666666666667,0.8533333333333333,4,6,17,73,0.4,0.19047619047619047,0.25806451612903225,1,9,8,0.1,0.1111111111111111,0.10526315789473685,22,0,1.0
1.15,0.15,-3.0,2,150,24,0.16,0.84,5,7,16,72,0.4166666666666667,0.23809523809523808,0.30303030303030304,2,10,7,0.16666666666666666,0.2222222222222222,0.1904761904761905,22,0,1.0
1.15,0.15,-3.0,3,150,24,0.16,0.84,5,7,16,72,0.4166666666666667,0.23809523809523808,0.30303030303030304,2,10,7,0.16666666666666666,0.2222222222222222,0.1904761904761905,22,0,1.0
1.15,0.15,-3.0,5,150,24,0.16,0.84,5,7,16,72,0.4166666666666667,0.23809523809523808,0.30303030303030304,2,10,7,0.16666666666666666,0.2222222222222222,0.1904761904761905,22,0,1.0
1.15,0.15,-3.0,999,150,24,0.16,0.84,5,7,16,72,0.4166666666666667,0.23809523809523808,0.30303030303030304,2,10,7,0.16666666666666666,0.2222222222222222,0.1904761904761905,22,0,1.0
1.15,0.15,-2.0,1,150,17,0.11333333333333333,0.8866666666666667,3,3,18,76,0.5,0.14285714285714285,0.22222222222222224,1,5,8,0.16666666666666666,0.1111111111111111,0.13333333333333333,22,0,1.0
1.15,0.15,-2.0,2,150,18,0.12,0.88,4,3,17,76,0.5714285714285714,0.19047619047619047,0.2857142857142857,2,5,7,0.2857142857142857,0.2222222222222222,0.25,22,0,1.0
1.15,0.15,-2.0,3,150,18,0.12,0.88,4,3,17,76,0.5714285714285714,0.19047619047619047,0.2857142857142857,2,5,7,0.2857142857142857,0.2222222222222222,0.25,22,0,1.0
1.15,0.15,-2.0,5,150,18,0.12,0.88,4,3,17,76,0.5714285714285714,0.19047619047619047,0.2857142857142857,2,5,7,0.2857142857142857,0.2222222222222222,0.25,22,0,1.0
1.15,0.15,-2.0,999,150,18,0.12,0.88,4,3,17,76,0.5714285714285714,0.19047619047619047,0.2857142857142857,2,5,7,0.2857142857142857,0.2222222222222222,0.25,22,0,1.0
1.15,0.15,0.0,1,150,4,0.02666666666666667,0.9733333333333334,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.15,0.0,2,150,4,0.02666666666666667,0.9733333333333334,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.15,0.0,3,150,4,0.02666666666666667,0.9733333333333334,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.15,0.0,5,150,4,0.02666666666666667,0.9733333333333334,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.15,0.0,999,150,4,0.02666666666666667,0.9733333333333334,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.15,1.0,1,150,3,0.02,0.98,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.15,1.0,2,150,3,0.02,0.98,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.15,1.0,3,150,3,0.02,0.98,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.15,1.0,5,150,3,0.02,0.98,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.15,1.0,999,150,3,0.02,0.98,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.2,-7.0,1,150,93,0.62,0.38,14,56,7,23,0.2,0.6666666666666666,0.30769230769230765,5,65,4,0.07142857142857142,0.5555555555555556,0.12658227848101264,22,0,1.0
1.15,0.2,-7.0,2,150,100,0.6666666666666666,0.33333333333333337,15,60,6,19,0.2,0.7142857142857143,0.3125,6,69,3,0.08,0.6666666666666666,0.14285714285714285,22,0,1.0
1.15,0.2,-7.0,3,150,101,0.6733333333333333,0.32666666666666666,15,61,6,18,0.19736842105263158,0.7142857142857143,0.30927835051546393,6,70,3,0.07894736842105263,0.6666666666666666,0.1411764705882353,22,0,1.0
1.15,0.2,-7.0,5,150,101,0.6733333333333333,0.32666666666666666,15,61,6,18,0.19736842105263158,0.7142857142857143,0.30927835051546393,6,70,3,0.07894736842105263,0.6666666666666666,0.1411764705882353,22,0,1.0
1.15,0.2,-7.0,999,150,101,0.6733333333333333,0.32666666666666666,15,61,6,18,0.19736842105263158,0.7142857142857143,0.30927835051546393,6,70,3,0.07894736842105263,0.6666666666666666,0.1411764705882353,22,0,1.0
1.15,0.2,-6.0,1,150,82,0.5466666666666666,0.45333333333333337,12,47,9,32,0.2033898305084746,0.5714285714285714,0.30000000000000004,4,55,5,0.06779661016949153,0.4444444444444444,0.1176470588235294,22,0,1.0
1.15,0.2,-6.0,2,150,88,0.5866666666666667,0.41333333333333333,13,50,8,29,0.20634920634920634,0.6190476190476191,0.30952380952380953,5,58,4,0.07936507936507936,0.5555555555555556,0.1388888888888889,22,0,1.0
1.15,0.2,-6.0,3,150,89,0.5933333333333334,0.4066666666666666,13,51,8,28,0.203125,0.6190476190476191,0.30588235294117644,5,59,4,0.078125,0.5555555555555556,0.136986301369863,22,0,1.0
1.15,0.2,-6.0,5,150,89,0.5933333333333334,0.4066666666666666,13,51,8,28,0.203125,0.6190476190476191,0.30588235294117644,5,59,4,0.078125,0.5555555555555556,0.136986301369863,22,0,1.0
1.15,0.2,-6.0,999,150,89,0.5933333333333334,0.4066666666666666,13,51,8,28,0.203125,0.6190476190476191,0.30588235294117644,5,59,4,0.078125,0.5555555555555556,0.136986301369863,22,0,1.0
1.15,0.2,-5.0,1,150,65,0.43333333333333335,0.5666666666666667,11,33,10,46,0.25,0.5238095238095238,0.3384615384615385,4,40,5,0.09090909090909091,0.4444444444444444,0.1509433962264151,22,0,1.0
1.15,0.2,-5.0,2,150,71,0.47333333333333333,0.5266666666666666,12,36,9,43,0.25,0.5714285714285714,0.34782608695652173,5,43,4,0.10416666666666667,0.5555555555555556,0.1754385964912281,22,0,1.0
1.15,0.2,-5.0,3,150,72,0.48,0.52,12,37,9,42,0.24489795918367346,0.5714285714285714,0.3428571428571428,5,44,4,0.10204081632653061,0.5555555555555556,0.1724137931034483,22,0,1.0
1.15,0.2,-5.0,5,150,72,0.48,0.52,12,37,9,42,0.24489795918367346,0.5714285714285714,0.3428571428571428,5,44,4,0.10204081632653061,0.5555555555555556,0.1724137931034483,22,0,1.0
1.15,0.2,-5.0,999,150,72,0.48,0.52,12,37,9,42,0.24489795918367346,0.5714285714285714,0.3428571428571428,5,44,4,0.10204081632653061,0.5555555555555556,0.1724137931034483,22,0,1.0
1.15,0.2,-4.5,1,150,44,0.29333333333333333,0.7066666666666667,9,20,12,59,0.3103448275862069,0.42857142857142855,0.36000000000000004,2,27,7,0.06896551724137931,0.2222222222222222,0.10526315789473684,22,0,1.0
1.15,0.2,-4.5,2,150,50,0.3333333333333333,0.6666666666666667,10,23,11,56,0.30303030303030304,0.47619047619047616,0.37037037037037035,3,30,6,0.09090909090909091,0.3333333333333333,0.14285714285714288,22,0,1.0
1.15,0.2,-4.5,3,150,51,0.34,0.6599999999999999,10,24,11,55,0.29411764705882354,0.47619047619047616,0.3636363636363637,3,31,6,0.08823529411764706,0.3333333333333333,0.13953488372093023,22,0,1.0
1.15,0.2,-4.5,5,150,51,0.34,0.6599999999999999,10,24,11,55,0.29411764705882354,0.47619047619047616,0.3636363636363637,3,31,6,0.08823529411764706,0.3333333333333333,0.13953488372093023,22,0,1.0
1.15,0.2,-4.5,999,150,51,0.34,0.6599999999999999,10,24,11,55,0.29411764705882354,0.47619047619047616,0.3636363636363637,3,31,6,0.08823529411764706,0.3333333333333333,0.13953488372093023,22,0,1.0
1.15,0.2,-4.0,1,150,33,0.22,0.78,7,14,14,65,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,19,7,0.09523809523809523,0.2222222222222222,0.13333333333333333,22,0,1.0
1.15,0.2,-4.0,2,150,37,0.24666666666666667,0.7533333333333333,8,16,13,63,0.3333333333333333,0.38095238095238093,0.35555555555555557,3,21,6,0.125,0.3333333333333333,0.18181818181818182,22,0,1.0
1.15,0.2,-4.0,3,150,37,0.24666666666666667,0.7533333333333333,8,16,13,63,0.3333333333333333,0.38095238095238093,0.35555555555555557,3,21,6,0.125,0.3333333333333333,0.18181818181818182,22,0,1.0
1.15,0.2,-4.0,5,150,37,0.24666666666666667,0.7533333333333333,8,16,13,63,0.3333333333333333,0.38095238095238093,0.35555555555555557,3,21,6,0.125,0.3333333333333333,0.18181818181818182,22,0,1.0
1.15,0.2,-4.0,999,150,37,0.24666666666666667,0.7533333333333333,8,16,13,63,0.3333333333333333,0.38095238095238093,0.35555555555555557,3,21,6,0.125,0.3333333333333333,0.18181818181818182,22,0,1.0
1.15,0.2,-3.0,1,150,22,0.14666666666666667,0.8533333333333333,4,6,17,73,0.4,0.19047619047619047,0.25806451612903225,1,9,8,0.1,0.1111111111111111,0.10526315789473685,22,0,1.0
1.15,0.2,-3.0,2,150,24,0.16,0.84,5,7,16,72,0.4166666666666667,0.23809523809523808,0.30303030303030304,2,10,7,0.16666666666666666,0.2222222222222222,0.1904761904761905,22,0,1.0
1.15,0.2,-3.0,3,150,24,0.16,0.84,5,7,16,72,0.4166666666666667,0.23809523809523808,0.30303030303030304,2,10,7,0.16666666666666666,0.2222222222222222,0.1904761904761905,22,0,1.0
1.15,0.2,-3.0,5,150,24,0.16,0.84,5,7,16,72,0.4166666666666667,0.23809523809523808,0.30303030303030304,2,10,7,0.16666666666666666,0.2222222222222222,0.1904761904761905,22,0,1.0
1.15,0.2,-3.0,999,150,24,0.16,0.84,5,7,16,72,0.4166666666666667,0.23809523809523808,0.30303030303030304,2,10,7,0.16666666666666666,0.2222222222222222,0.1904761904761905,22,0,1.0
1.15,0.2,-2.0,1,150,17,0.11333333333333333,0.8866666666666667,3,3,18,76,0.5,0.14285714285714285,0.22222222222222224,1,5,8,0.16666666666666666,0.1111111111111111,0.13333333333333333,22,0,1.0
1.15,0.2,-2.0,2,150,18,0.12,0.88,4,3,17,76,0.5714285714285714,0.19047619047619047,0.2857142857142857,2,5,7,0.2857142857142857,0.2222222222222222,0.25,22,0,1.0
1.15,0.2,-2.0,3,150,18,0.12,0.88,4,3,17,76,0.5714285714285714,0.19047619047619047,0.2857142857142857,2,5,7,0.2857142857142857,0.2222222222222222,0.25,22,0,1.0
1.15,0.2,-2.0,5,150,18,0.12,0.88,4,3,17,76,0.5714285714285714,0.19047619047619047,0.2857142857142857,2,5,7,0.2857142857142857,0.2222222222222222,0.25,22,0,1.0
1.15,0.2,-2.0,999,150,18,0.12,0.88,4,3,17,76,0.5714285714285714,0.19047619047619047,0.2857142857142857,2,5,7,0.2857142857142857,0.2222222222222222,0.25,22,0,1.0
1.15,0.2,0.0,1,150,4,0.02666666666666667,0.9733333333333334,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.2,0.0,2,150,4,0.02666666666666667,0.9733333333333334,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.2,0.0,3,150,4,0.02666666666666667,0.9733333333333334,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.2,0.0,5,150,4,0.02666666666666667,0.9733333333333334,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.2,0.0,999,150,4,0.02666666666666667,0.9733333333333334,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.2,1.0,1,150,3,0.02,0.98,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.2,1.0,2,150,3,0.02,0.98,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.2,1.0,3,150,3,0.02,0.98,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.2,1.0,5,150,3,0.02,0.98,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.2,1.0,999,150,3,0.02,0.98,0,0,21,79,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,22,0,1.0
1.15,0.25,-7.0,1,150,84,0.56,0.43999999999999995,13,49,8,30,0.20967741935483872,0.6190476190476191,0.3132530120481928,5,57,4,0.08064516129032258,0.5555555555555556,0.1408450704225352,22,0,1.0
1.15,0.25,-7.0,2,150,91,0.6066666666666667,0.3933333333333333,14,53,7,26,0.208955223880597,0.6666666666666666,0.3181818181818181,6,61,3,0.08955223880597014,0.6666666666666666,0.15789473684210525,22,0,1.0
1.15,0.25,-7.0,3,150,92,0.6133333333333333,0.3866666666666667,14,54,7,25,0.20588235294117646,0.6666666666666666,0.31460674157303364,6,62,3,0.08823529411764706,0.6666666666666666,0.15584415584415584,22,0,1.0
1.15,0.25,-7.0,5,150,92,0.6133333333333333,0.3866666666666667,14,54,7,25,0.20588235294117646,0.6666666666666666,0.31460674157303364,6,62,3,0.08823529411764706,0.6666666666666666,0.15584415584415584,22,0,1.0
1.15,0.25,-7.0,999,150,92,0.6133333333333333,0.3866666666666667,14,54,7,25,0.20588235294117646,0.6666666666666666,0.31460674157303364,6,62,3,0.08823529411764706,0.6666666666666666,0.15584415584415584,22,0,1.0
1.15,0.25,-6.0,1,150,76,0.5066666666666667,0.4933333333333333,11,43,10,36,0.2037037037037037,0.5238095238095238,0.2933333333333333,4,50,5,0.07407407407407407,0.4444444444444444,0.12698412698412698,22,0,1.0
1.15,0.25,-6.0,2,150,82,0.5466666666666666,0.45333333333333337,12,46,9,33,0.20689655172413793,0.5714285714285714,0.3037974683544304,5,53,4,0.08620689655172414,0.5555555555555556,0.1492537313432836,22,0,1.0
1.15,0.25,-6.0,3,150,83,0.5533333333333333,0.44666666666666666,12,47,9,32,0.2033898305084746,0.5714285714285714,0.30000000000000004,5,54,4,0.0847457627118644,0.5555555555555556,0.14705882352941177,22,0,1.0
1.15,0.25,-6.0,5,150,83,0.5533333333333333,0.44666666666666666,12,47,9,32,0.2033898305084746,0.5714285714285714,0.30000000000000004,5,54,4,0.0847457627118644,0.5555555555555556,0.14705882352941177,22,0,1.0
1.15,0.25,-6.0,999,150,83,0.5533333333333333,0.44666666666666666,12,47,9,32,0.2033898305084746,0.5714285714285714,0.30000000000000004,5,54,4,0.0847457627118644,0.5555555555555556,0.14705882352941177,22,0,1.0
1.15,0.25,-5.0,1,150,61,0.4066666666666667,0.5933333333333333,10,31,11,48,0.24390243902439024,0.47619047619047616,0.3225806451612903,4,37,5,0.0975609756097561,0.4444444444444444,0.16,22,0,1.0
1.15,0.25,-5.0,2,150,67,0.44666666666666666,0.5533333333333333,11,34,10,45,0.24444444444444444,0.5238095238095238,0.3333333333333333,5,40,4,0.1111111111111111,0.5555555555555556,0.18518518518518515,22,0,1.0
1.15,0.25,-5.0,3,150,68,0.4533333333333333,0.5466666666666666,11,35,10,44,0.2391304347826087,0.5238095238095238,0.32835820895522383,5,41,4,0.10869565217391304,0.5555555555555556,0.1818181818181818,22,0,1.0
1.15,0.25,-5.0,5,150,68,0.4533333333333333,0.5466666666666666,11,35,10,44,0.2391304347826087,0.5238095238095238,0.32835820895522383,5,41,4,0.10869565217391304,0.5555555555555556,0.1818181818181818,22,0,1.0
1.15,0.25,-5.0,999,150,68,0.4533333333333333,0.5466666666666666,11,35,10,44,0.2391304347826087,0.5238095238095238,0.32835820895522383,5,41,4,0.10869565217391304,0.5555555555555556,0.1818181818181818,22,0,1.0
1.15,0.25,-4.5,1,150,40,0.26666666666666666,0.7333333333333334,8,18,13,61,0.3076923076923077,0.38095238095238093,0.3404255319148936,2,24,7,0.07692307692307693,0.2222222222222222,0.1142857142857143,22,0,1.0
1.15,0.25,-4.5,2,150,46,0.30666666666666664,0.6933333333333334,9,21,12,58,0.3,0.42857142857142855,0.3529411764705882,3,27,6,0.1,0.3333333333333333,0.15384615384615383,22,0,1.0
1.15,0.25,-4.5,3,150,47,0.31333333333333335,0.6866666666666666,9,22,12,57,0.2903225806451613,0.42857142857142855,0.34615384615384615,3,28,6,0.0967741935483871,0.3333333333333333,0.15000000000000002,22,0,1.0
1.15,0.25,-4.5,5,150,47,0.31333333333333335,0.6866666666666666,9,22,12,57,0.2903225806451613,0.42857142857142855,0.34615384615384615,3,28,6,0.0967741935483871,0.3333333333333333,0.15000000000000002,22,0,1.0
1.15,0.25,-4.5,999,150,47,0.31333333333333335,0.6866666666666666,9,22,12,57,0.2903225806451613,0.42857142857142855,0.34615384615384615,3,28,6,0.0967741935483871,0.3333333333333333,0.15000000000000002,22,0,1.0
1.15,0.25,-4.0,1,150,30,0.2,0.8,7,12,14,67,0.3684210526315789,0.3333333333333333,0.35,2,17,7,0.10526315789473684,0.2222222222222222,0.14285714285714285,22,0,1.0
1.15,0.25,-4.0,2,150,34,0.22666666666666666,0.7733333333333333,8,14,13,65,0.36363636363636365,0.38095238095238093,0.37209302325581395,3,19,6,0.13636363636363635,0.3333333333333333,0.1935483870967742,22,0,1.0
1.15,0.25,-4.0,3,150,34,0.22666666666666666,0.7733333333333333,8,14,13,65,0.36363636363636365,0.38095238095238093,0.37209302325581395,3,19,6,0.13636363636363635,0.3333333333333333,0.1935483870967742,22,0,1.0
1.15,0.25,-4.0,5,150,34,0.22666666666666666,0.7733333333333333,8,14,13,65,0.36363636363636365,0.38095238095238093,0.37209302325581395,3,19,6,0.13636363636363635,0.3333333333333333,0.1935483870967742,22,0,1.0
1.15,0.25,-4.0,999,150,34,0.22666666666666666,0.7733333333333333,8,14,13,65,0.36363636363636365,0.38095238095238093,0.37209302325581395,3,19,6,0.13636363636363635,0.3333333333333333,0.1935483870967742,22,0,1.0
1.15,0.25,-3.0,1,150,20,0.13333333333333333,0.8666666666666667,4,5,17,74,0.4444444444444444,0.19047619047619047,0.26666666666666666,1,8,8,0.1111111111111111,0.1111111111111111,0.1111111111111111,22,0,1.0
1.15,0.25,-3.0,2,150,22,0.14666666666666667,0.8533333333333333,5,6,16,73,0.45454545454545453,0.23809523809523808,0.31249999999999994,2,9,7,0.18181818181818182,0.2222222222222222,0.19999999999999998,22,0,1.0
