query_id,nDCG@10,nDCG@20,Recall@10,Recall@20,Recall@100
1,0.23839526626207852,0.2781764800088719,0.061855670103092786,0.12371134020618557,0.36082474226804123
2,0.09909053214735233,0.14843892893900043,0.024793388429752067,0.049586776859504134,0.21487603305785125
3,0.6546262210924341,0.501677013680838,0.12,0.18,0.48
4,0.2484728055119538,0.20682191948932338,0.05405405405405406,0.08108108108108109,0.08108108108108109
5,0.554462448726138,0.4323816612673719,0.07964601769911504,0.11504424778761062,0.35398230088495575
6,0.21824054129711878,0.25269309491593295,0.06097560975609756,0.10975609756097561,0.43902439024390244
7,0.2895229882348574,0.18684868323532902,0.03125,0.03125,0.21875
8,0.41350608947198847,0.31170573117333267,0.09433962264150944,0.1320754716981132,0.2641509433962264
9,0.24440799025241777,0.27781128353238876,0.028169014084507043,0.056338028169014086,0.22535211267605634
10,0.1674353514739559,0.21349465465387057,0.16,0.32,0.56
11,0.3333333333333333,0.27726208824499765,0.12048192771084337,0.18072289156626506,0.4819277108433735
12,0.45277806851829777,0.3786660992639124,0.04,0.064,0.344
13,0.48212361375505913,0.3598359831497604,0.08695652173913043,0.08695652173913043,0.17391304347826086
14,0.141642004605557,0.11208084647742855,0.06976744186046512,0.06976744186046512,0.20930232558139536
15,0.02120692939965057,0.08077472364281808,0.01282051282051282,0.038461538461538464,0.23076923076923078
16,0.15176219107803537,0.19569087967756035,0.0625,0.15625,0.5
17,0.3600558568883671,0.27942279432274447,0.03636363636363636,0.07272727272727272,0.3
18,0.2851158358556452,0.2919770540441903,0.05925925925925926,0.08888888888888889,0.31851851851851853
19,0.6363762929310753,0.5723104473907683,0.09333333333333334,0.17333333333333334,0.4
20,0.19518900079066107,0.19305707173600292,0.047619047619047616,0.09523809523809523,0.40476190476190477
21,0.5040610795300535,0.5043629022305243,0.1935483870967742,0.3548387096774194,0.5483870967741935
22,0.4618312751311959,0.380902889333997,0.06542056074766354,0.09345794392523364,0.40186915887850466
23,0.22728620424229803,0.15763808516256914,0.0594059405940594,0.06930693069306931,0.22772277227722773
24,0.21833274143625347,0.2814958036012481,0.02654867256637168,0.061946902654867256,0.3274336283185841
25,0.0,0.032864970567577,0.0,0.034482758620689655,0.10344827586206896
26,0.2721755565081382,0.18660820740845868,0.08333333333333333,0.1,0.4666666666666667
27,0.04733968572587567,0.043934243140012104,0.017241379310344827,0.02586206896551724,0.12931034482758622
28,0.0,0.02357430977123424,0.0,0.015267175572519083,0.1297709923664122
29,0.03668196104968002,0.046289440291187596,0.011494252873563218,0.034482758620689655,0.2413793103448276
30,0.6009461542648905,0.542840171376144,0.07291666666666667,0.14583333333333334,0.4479166666666667
31,0.05152477985946608,0.06761325485771186,0.0196078431372549,0.049019607843137254,0.28431372549019607
32,0.2870487275144177,0.31050337723608046,0.11764705882352941,0.17647058823529413,0.5294117647058824
33,0.0,0.03343749138471349,0.0,0.021739130434782608,0.08695652173913043
34,0.02546880179077856,0.024881593320614393,0.09090909090909091,0.09090909090909091,0.09090909090909091
35,0.17011718375588158,0.15857994725202648,0.02857142857142857,0.04285714285714286,0.18571428571428572
36,0.24454640699786684,0.20779029532462498,0.0425531914893617,0.0851063829787234,0.1276595744680851
37,0.256357384651887,0.3078007550112812,0.023809523809523808,0.047619047619047616,0.2619047619047619
38,0.3015129015882199,0.19458658182445307,0.11904761904761904,0.11904761904761904,0.42857142857142855
39,0.43780296954816117,0.35728466775910744,0.13636363636363635,0.18181818181818182,0.5227272727272727
40,0.6611911913898179,0.7859250433024376,0.5555555555555556,0.7777777777777778,0.8888888888888888
41,0.17260427049566057,0.2896738540735237,0.022727272727272728,0.07575757575757576,0.16666666666666666
42,0.0,0.0,0.0,0.0,0.0
43,0.8437289933844667,0.7209061296759179,0.07575757575757576,0.14393939393939395,0.48484848484848486
44,0.5821032065260976,0.6135039797533776,0.07633587786259542,0.1297709923664122,0.4580152671755725
45,0.46147036120744755,0.40875532808340703,0.03428571428571429,0.06285714285714286,0.30857142857142855
46,0.7058075148678526,0.6646316070715306,0.06315789473684211,0.12631578947368421,0.3473684210526316
47,0.0,0.03343749138471349,0.0,0.034482758620689655,0.13793103448275862
48,0.7564477297898764,0.8087563449071106,0.14,0.32,0.82
49,0.5270404427451234,0.4882156259249586,0.11594202898550725,0.2318840579710145,0.7246376811594203
50,0.59022924478798,0.705970085698536,0.35714285714285715,0.6428571428571429,0.7142857142857143
51,0.3011424626955186,0.3859971088782597,0.0967741935483871,0.22580645161290322,0.45161290322580644
52,0.3250640124440018,0.3212288963966472,0.11764705882352941,0.20588235294117646,0.35294117647058826
53,0.0,0.03134367891963875,0.0,0.1,0.2
54,0.3911202070895874,0.4666001804711552,0.1111111111111111,0.23809523809523808,0.8095238095238095
55,0.7116179486056782,0.5676681996620021,0.2222222222222222,0.3333333333333333,0.6666666666666666
56,0.5133318997095627,0.4363320282557646,0.075,0.1375,0.525
57,0.5113183506226393,0.5234085389629615,0.07407407407407407,0.14814814814814814,0.4444444444444444
58,0.34736615291876083,0.35257201443641767,0.0743801652892562,0.1322314049586777,0.4380165289256198
59,0.5031866691364428,0.46226813563350566,0.03597122302158273,0.07913669064748201,0.22302158273381295
60,0.09949667842558516,0.10383297459190705,0.016129032258064516,0.024193548387096774,0.29838709677419356
61,0.0,0.0,0.0,0.0,0.1267605633802817
62,0.25650873007976094,0.28883614634056065,0.05303030303030303,0.09848484848484848,0.25
63,0.0,0.0,0.0,0.0,0.4
64,0.25168788775459705,0.2080160293580844,0.02702702702702703,0.05405405405405406,0.16216216216216217
65,0.07336392209936005,0.16257469100774963,0.0625,0.1875,0.3125
66,0.5709946577293844,0.4476901551669545,0.35294117647058826,0.35294117647058826,0.5882352941176471
67,0.2990490456273474,0.2781463395235997,0.0390625,0.078125,0.2890625
68,0.3979161089834908,0.3504847298542353,0.061224489795918366,0.08163265306122448,0.24489795918367346
69,0.07336392209936005,0.10910150140180214,0.019230769230769232,0.07692307692307693,0.21153846153846154
70,0.16136771131954022,0.11549577606666861,0.06666666666666667,0.08888888888888889,0.15555555555555556
71,0.23297260855707358,0.18321788521585167,0.05084745762711865,0.06779661016949153,0.22033898305084745
72,0.25996941123397327,0.374905160516362,0.140625,0.265625,0.6875
73,0.3025891896305745,0.271246408280044,0.16129032258064516,0.1935483870967742,0.45161290322580644
74,0.7768822625704805,0.8136014038931817,0.6363636363636364,0.7272727272727273,0.8181818181818182
75,0.24217650744954317,0.19264909846053999,0.01282051282051282,0.019230769230769232,0.14102564102564102
