passage_id,doc_id,section,passage_text,title,condition,doc_rank_bm25,doc_score_bm25,cross_score,passage_rank
NCT00843310::detailed_description::0,NCT00843310,detailed_description,"Current multiple myeloma therapies, typically an induction regimen followed by consolidation therapy with high dose chemotherapy and autologous stem cell rescue (autologous transplantation), can induce remission but relapse and death are inevitable. A growing body of literature suggests that consolidation therapy with autologous transplantation does not confer additional survival benefit and may have increased procedure-related morbidity and mortality in patients over 65 years old. Autologous transplantation is no longer recommended as standard care for this population. In addition, certain patients may not be eligible for autologous transplantation due to co-morbid medical conditions or may elect not to undergo the procedure for personal reasons. The historic standard of care for multiple myeloma patients who were not eligible for autologous transplantation for consolidation was induction therapy with melphalan/ prednisone (MP), often followed by some form of maintenance therapy after achievement of complete or partial remission. A recent phase 3 study showed that the addition of thalidomide to MP (MPT) demonstrated higher overall and complete response rates.","Combination of Revlimid, Melphalan and Dexamethasone as First Line Treatment for Multiple Myeloma",,7,303.917656983257,-1.18431,1
NCT00306813::detailed_description::0,NCT00306813,detailed_description,"Multiple myeloma is an incurable disease that is characterized by the malignant proliferation of plasma cells. It is the second most common hematological malignancy, is invariable fatal. The primary approach for treatment of multiple myeloma is systemic chemotherapy. Conventional chemotherapy with melphalan and prednisone (MP) has increased the survival from 12-17 months to approximately 3 years. But several other studies have shown that combination therapy with addition of other agents such as cyclophosphamide, nitroureas or anthracyclins does not improve the prognosis of patients with multiple myeloma. During the past few years it has been demonstrated that high dose chemotherapy followed by autologous stem cell transplantation can prolong the overall survival of myeloma patients and therefore became the standard of care for younger patients. Since it has been demonstrated that high dose chemotherapy is also well tolerated by the elderly high dose chemotherapy is recommended for patients up to an age of about 70 if there is no relevant comorbidity. Thus, the development of more effective regimens for the teatment of relapsed or refractory myeloma patients is urgently needed.","Evaluation of Lenalidomide, Doxorubicin and Dexamethasone (RAD) in Patients With Relapsed or Refractory Multiple Myeloma",,18,296.886228213123,-2.1970053,2
NCT00981708::detailed_description::1,NCT00981708,detailed_description,"Thalidomide has shown significant activity in multiple myeloma patients with relapsing or refractory disease and even more in newly diagnosed patients. However, thalidomide causes somnolence, fatigue, constipation, and peripheral neuropathy and is not well tolerated in patients with AL amyloidosis. Lenalidomide is a small molecule structurally related to thalidomide with potent immunomodulatory effects. Lenalidomide has been found to be significantly active in relapsed multiple myeloma both in vitro and in Phase I, II and III clinical trials, including patients who had previously failed thalidomide. Unlike thalidomide, lenalidomide causes no significant sedation, constipation, neuropathy, or rash. Deep vein thrombosis ,especially in combination with dexamethasone, has been reported . Combination of thalidomide with with alkylating agents (such as melphalan or cyclophosphamide) have been very active in patients with myeloma and have superior activity than combinations of alkylating agents with steroids alone. However, the toxicity profile of thalidomide is problematic for this combination in patients with AL.","Lenalidomide, Dexamethasone and Cyclophosphamide in Amyloidosis (AL)",,3,306.8559768821372,-2.2035465,3
NCT00792142::summary::0,NCT00792142,summary,RATIONALE: Bortezomib and thalidomide may stop the growth of multiple myeloma by blocking blood flow to the cancer. Bortezomib may also stop the growth of cancer cells by blocking some of the enzymes needed for cell growth. Giving bortezomib together with thalidomide and dexamethasone may kill any cancer cells that remain after high-dose melphalan and stem cell transplant in patients with multiple myeloma. PURPOSE: This phase II trial is studying the side effects of giving bortezomib together with thalidomide and dexamethasone after melphalan and stem cell transplant and to see how well it works in treating patients with stage I-III multiple myeloma.,"Bortezomib, Thalidomide, and Dexamethasone After Melphalan and Stem Cell Transplant in Treating Patients With Stage I-III Multiple Myeloma",,12,300.85585186062997,-2.4395905,4
NCT02655458::summary::0,NCT02655458,summary,"The purpose of this study is to explore the combination of Elotuzumab in combination with autologous stem cell transplantation and lenalidomide maintenance to see what side effects it may have and how well it works for the treatment of symptomatic multiple myeloma diagnosed and treated with induction therapy in the past year. Induction therapy is the first phase of treatment for multiple myeloma. The goal of induction therapy for multiple myeloma is to reduce the number of plasma cells in the bone marrow and the proteins that the plasma cells produce. Induction therapy is usually given for 3-4 weeks. An autologous peripheral blood stem cell transplant is a procedure in which immature ""stem cells"" are collected and stored for future use. A high dose of chemotherapy is given to the patient to destroy myeloma cells, and the patient's stem cells are replaced. The investigational drug in this program is elotuzumab. Elotuzumab is known as BMS-901608. Elotuzumab is a manufactured protein directed against a target found on multiple myeloma cells. Lenalidomide is currently approved for patients with multiple myeloma. Melphalan and cyclophosphamide, the drugs used during stem cell collection and transplant, are also approved by the U.S. FDA. Melphalan is an FDA-approved chemotherapy for multiple myeloma and is used as high-dose treatment prior to stem cell transplantation. Cyclophosphamide is an FDA-approved chemotherapy that may be used, either alone, or in combination with other drugs to treat multiple myeloma.",Elotuzumab in Autologous Stem Cell Transplantation (ASCT) and Lenalidomide Maintenance for Multiple Myeloma,,19,296.8659598403352,-2.765488,5
NCT01605032::eligibility::2,NCT01605032,eligibility,"ast six months following the stem cell transplantation; should a woman become pregnant or suspect she is pregnant while participating in this study, she should inform her treating physician immediately - Ability to understand and the willingness to sign a written informed consent document Exclusion Criteria: - Patients who have had chemotherapy or radiotherapy within 4 weeks prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier - Prior treatment history of autologous hematopoietic stem cell transplant (HSCT) or high-dose chemotherapy with stem cell rescue for any medical reason, not limited to myeloma treatment - Patients may not be receiving any other investigational agents - Patients with known brain metastases should be excluded from this clinical trial - History of allergic reactions attributed to compounds of similar chemical or biologic composition to or other agents used in the study, such as busulfan, melphalan, bortezomib, boron, or mannitol - Grade 2 or greater peripheral neuropathy within 14 days prior to enrollment - Unresolved grade >= 3 non-hematologic toxicity from previous therapy; patien","Busulfan, Melphalan, and Bortezomib Before First-Line Stem Cell Transplant in Treating Patients With Multiple Myeloma",,14,298.94996762626437,-2.7917123,6
NCT00116961::detailed_description::0,NCT00116961,detailed_description,"Multiple myeloma remains a non-curable disease. Initial therapy with one of the commonly used regimens, such as thalidomide with dexamethasone, VAD, dexamethasone pulses, and melphalan with prednisone results in at least partial response (PR) in approximately 50-75% of patients. Complete responses (CRs) with any of these regimens are uncommon. A proportion of patients will have further improvement of response after autologous stem cell transplant, which usually follows initial therapy. However, virtually all patients will eventually relapse and will require re-treatment. Emerging data suggests that achieving CR or near CR after transplantation will result in a more durable remission and longer survival. It is not clear whether CR in response to initial therapy and prior to transplant may have similar impacts on overall outcomes. Newer agents and their combinations appear to provide higher response rates and higher CR rates. One of the new active agents in multiple myeloma is Velcade (bortezomib, formerly known as PS-341). This molecule has a novel mechanism of action by specifically inhibiting the proteasome.","Velcade, Doxil, and Dexamethasone (VDd) as First Line Therapy for Multiple Myeloma",,1,319.6494660172053,-2.886751,7
NCT00135200::detailed_description::1,NCT00135200,detailed_description,"With the exception of the recent report, which showed a superior response rate to the combination of thalidomide with dexamethasone versus dexamethasone pulses (Rajkumar et al., 2004), multiple other comparative studies did not show superiority of any of these regimens for overall survival. Complete responses to any of these regimens are observed infrequently (< 5%). Patients who complete initial therapy, usually proceed to high dose chemotherapy with autologous stem cell transplant support. Alternatively, patients may be placed on maintenance regimen or can be observed. Except for one study with alternate day high dose of Prednisone (Berenson et al., 2002), no convincing evidence exists that maintenance impacts the natural history of the disease (Kyle, 2002; The Myeloma Trialists' Collaborative Group, 2001). High dose chemotherapy has been used as consolidation in multiple myeloma by a number of investigators (Barlogie et al., 1986; Cunningham et al., 1994; Harousseau et al., 1995).",Clinical Trial of Consolidation Treatment With Iodine I 131 Tositumomab for Multiple Myeloma,,10,302.6894402212545,-2.9263544,8
