passage_id,doc_id,section,passage_text,title,condition,doc_rank_bm25,doc_score_bm25,cross_score,passage_rank
NCT01207765::summary::0,NCT01207765,summary,"The study involves the use of a targeted form of radiation, in addition to standard high dose chemotherapy and stem cell transplant for multiple myeloma. The use of targeted radiation is designed to kill more multiple myeloma cells while avoiding the side effects of standard radiation. This type of targeted radiation (also known as radioimmunotherapy) has been approved by the Food and Drug Administration (FDA) for the treatment of a related disease, lymphoma under the trade name, Zevalin©. Zevalin© has been added to high dose chemotherapy and stem cell transplants for patients with lymphoma and is now being studied in this clinical trial for patients with multiple myeloma. This trial is only available at Tufts Medical Center. The proposed clinical trial will test whether CD20-targeted radio-immunotherapy can be safe and effective when integrated into a standard regimen of myeloablative chemotherapy and autologous stem cell rescue in patients with measurable disease prior to high dose chemotherapy and autologous stem cell transplant for multiple myeloma.",Zevalin for Patients With Incomplete Response to Chemo Prior to Autologous Stem Cell Transplant for Multiple Myeloma,,20,267.3168182060764,-0.95574266,1
NCT00843310::detailed_description::0,NCT00843310,detailed_description,"Current multiple myeloma therapies, typically an induction regimen followed by consolidation therapy with high dose chemotherapy and autologous stem cell rescue (autologous transplantation), can induce remission but relapse and death are inevitable. A growing body of literature suggests that consolidation therapy with autologous transplantation does not confer additional survival benefit and may have increased procedure-related morbidity and mortality in patients over 65 years old. Autologous transplantation is no longer recommended as standard care for this population. In addition, certain patients may not be eligible for autologous transplantation due to co-morbid medical conditions or may elect not to undergo the procedure for personal reasons. The historic standard of care for multiple myeloma patients who were not eligible for autologous transplantation for consolidation was induction therapy with melphalan/ prednisone (MP), often followed by some form of maintenance therapy after achievement of complete or partial remission. A recent phase 3 study showed that the addition of thalidomide to MP (MPT) demonstrated higher overall and complete response rates.","Combination of Revlimid, Melphalan and Dexamethasone as First Line Treatment for Multiple Myeloma",,12,271.3275196564978,-1.3473303,2
NCT00792142::summary::0,NCT00792142,summary,RATIONALE: Bortezomib and thalidomide may stop the growth of multiple myeloma by blocking blood flow to the cancer. Bortezomib may also stop the growth of cancer cells by blocking some of the enzymes needed for cell growth. Giving bortezomib together with thalidomide and dexamethasone may kill any cancer cells that remain after high-dose melphalan and stem cell transplant in patients with multiple myeloma. PURPOSE: This phase II trial is studying the side effects of giving bortezomib together with thalidomide and dexamethasone after melphalan and stem cell transplant and to see how well it works in treating patients with stage I-III multiple myeloma.,"Bortezomib, Thalidomide, and Dexamethasone After Melphalan and Stem Cell Transplant in Treating Patients With Stage I-III Multiple Myeloma",,9,274.8942660588219,-2.465917,3
NCT00981708::detailed_description::1,NCT00981708,detailed_description,"Thalidomide has shown significant activity in multiple myeloma patients with relapsing or refractory disease and even more in newly diagnosed patients. However, thalidomide causes somnolence, fatigue, constipation, and peripheral neuropathy and is not well tolerated in patients with AL amyloidosis. Lenalidomide is a small molecule structurally related to thalidomide with potent immunomodulatory effects. Lenalidomide has been found to be significantly active in relapsed multiple myeloma both in vitro and in Phase I, II and III clinical trials, including patients who had previously failed thalidomide. Unlike thalidomide, lenalidomide causes no significant sedation, constipation, neuropathy, or rash. Deep vein thrombosis ,especially in combination with dexamethasone, has been reported . Combination of thalidomide with with alkylating agents (such as melphalan or cyclophosphamide) have been very active in patients with myeloma and have superior activity than combinations of alkylating agents with steroids alone. However, the toxicity profile of thalidomide is problematic for this combination in patients with AL.","Lenalidomide, Dexamethasone and Cyclophosphamide in Amyloidosis (AL)",,2,281.57965567435076,-2.4869356,4
NCT00306813::detailed_description::0,NCT00306813,detailed_description,"Multiple myeloma is an incurable disease that is characterized by the malignant proliferation of plasma cells. It is the second most common hematological malignancy, is invariable fatal. The primary approach for treatment of multiple myeloma is systemic chemotherapy. Conventional chemotherapy with melphalan and prednisone (MP) has increased the survival from 12-17 months to approximately 3 years. But several other studies have shown that combination therapy with addition of other agents such as cyclophosphamide, nitroureas or anthracyclins does not improve the prognosis of patients with multiple myeloma. During the past few years it has been demonstrated that high dose chemotherapy followed by autologous stem cell transplantation can prolong the overall survival of myeloma patients and therefore became the standard of care for younger patients. Since it has been demonstrated that high dose chemotherapy is also well tolerated by the elderly high dose chemotherapy is recommended for patients up to an age of about 70 if there is no relevant comorbidity. Thus, the development of more effective regimens for the teatment of relapsed or refractory myeloma patients is urgently needed.","Evaluation of Lenalidomide, Doxorubicin and Dexamethasone (RAD) in Patients With Relapsed or Refractory Multiple Myeloma",,17,267.78056675387825,-2.5651956,5
NCT00135200::detailed_description::1,NCT00135200,detailed_description,"With the exception of the recent report, which showed a superior response rate to the combination of thalidomide with dexamethasone versus dexamethasone pulses (Rajkumar et al., 2004), multiple other comparative studies did not show superiority of any of these regimens for overall survival. Complete responses to any of these regimens are observed infrequently (< 5%). Patients who complete initial therapy, usually proceed to high dose chemotherapy with autologous stem cell transplant support. Alternatively, patients may be placed on maintenance regimen or can be observed. Except for one study with alternate day high dose of Prednisone (Berenson et al., 2002), no convincing evidence exists that maintenance impacts the natural history of the disease (Kyle, 2002; The Myeloma Trialists' Collaborative Group, 2001). High dose chemotherapy has been used as consolidation in multiple myeloma by a number of investigators (Barlogie et al., 1986; Cunningham et al., 1994; Harousseau et al., 1995).",Clinical Trial of Consolidation Treatment With Iodine I 131 Tositumomab for Multiple Myeloma,,8,275.1467343404317,-2.6597931,6
NCT01605032::eligibility::2,NCT01605032,eligibility,"ast six months following the stem cell transplantation; should a woman become pregnant or suspect she is pregnant while participating in this study, she should inform her treating physician immediately - Ability to understand and the willingness to sign a written informed consent document Exclusion Criteria: - Patients who have had chemotherapy or radiotherapy within 4 weeks prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier - Prior treatment history of autologous hematopoietic stem cell transplant (HSCT) or high-dose chemotherapy with stem cell rescue for any medical reason, not limited to myeloma treatment - Patients may not be receiving any other investigational agents - Patients with known brain metastases should be excluded from this clinical trial - History of allergic reactions attributed to compounds of similar chemical or biologic composition to or other agents used in the study, such as busulfan, melphalan, bortezomib, boron, or mannitol - Grade 2 or greater peripheral neuropathy within 14 days prior to enrollment - Unresolved grade >= 3 non-hematologic toxicity from previous therapy; patien","Busulfan, Melphalan, and Bortezomib Before First-Line Stem Cell Transplant in Treating Patients With Multiple Myeloma",,14,269.3726983606801,-2.7410538,7
NCT00586014::summary::0,NCT00586014,summary,"The purpose of this phase II study is to assess the toxicity and efficacy of sequentially administered high dose chemotherapy followed by autologous stem cell rescue in the treatment of multiple myeloma. Prior studies have shown that dose-intensified melphalan can produce higher response rates and complete remission in some patients. Over the past several years, multiple phase II studies utilizing high dose chemotherapy or high dose chemo-radiotherapy with autologous marrow or peripheral blood stem cell rescue have demonstrated improved response rates and survival rates compared to historical controls. Recently a prospective randomized trial has demonstrated improved response rates, response duration and overall survival utilizing high dose therapy with autologous bone marrow support compared to standard chemotherapy. The primary cause of failure is relapse and it is unclear how many, if any, patients are cured by this approach. Based on observations of efficacy in Hodgkin's Disease, Non-Hodgkin's Lymphoma, and breast cancer, an approach utilizing sequential high dose chemotherapy in multiple myeloma was developed. This protocol tests the sequential regimen in multiple myeloma patients who have responded to a standard dose chemotherapy regimen prior to enrollment.",High Dose Sequential Therapy and Autologous Stem Cell Rescue for Multiple Myeloma,,4,280.64712423089156,-2.787616,8
